Linux 6.4.0-150600.23.25-default (cm4r13c06s01) 	06/01/26 	_x86_64_	(224 CPU)

11:49:53     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:49:58      25   78.76    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   20.44
11:49:58      26   78.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.40
11:49:58      27   78.60    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      28   78.56    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.44
11:49:58      29   78.04    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.56
11:49:58      30   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      31   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      32   78.56    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.04
11:49:58      33    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58      34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      36    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58      37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      40    0.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.40
11:49:58      41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      42    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58      43    0.00    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.60
11:49:58      44    0.80    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   98.80
11:49:58      45    0.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.60
11:49:58      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      56   78.76    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.04
11:49:58      57   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      58   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      59   78.24    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.56
11:49:58      60   78.56    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.44
11:49:58      61   78.24    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.56
11:49:58      62   78.00    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      63   78.76    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   20.44
11:49:58      64   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      65   78.36    0.00    1.80    0.00    0.00    0.00    0.00    0.00    0.00   19.84
11:49:58      66   78.20    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.40
11:49:58      67   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      68   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      69   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      70   78.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.40
11:49:58      71   78.16    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.44
11:49:58      72   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      73   78.04    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.56
11:49:58      74   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      75   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      76   78.09    0.00    1.39    0.00    0.00    0.00    0.00    0.00    0.00   20.52
11:49:58      77   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      78   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      79   78.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.40
11:49:58      80   78.00    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      81   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      82   78.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      83   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      84   77.84    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   20.56
11:49:58      85   78.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.60
11:49:58      86   78.36    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.44
11:49:58      87   78.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   20.40
11:49:58      88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      89    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      90    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      93    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      96    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      97    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58      99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     100    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     101    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     102    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     103    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     104    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     105    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     106    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     107    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     108    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     109    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     110    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     111    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     112    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     113    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     114    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     115    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     116    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     117    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     118    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     119    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     120    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     121    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     122    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     123    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     124    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     125    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     126    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     127    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     128    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     129    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     130    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     131    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     132    0.00    0.00    0.00    0.00    0.00    0.20    0.00    0.00    0.00   99.80
11:49:58     133    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     134    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     135    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     136    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     137    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     138    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     139    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     140    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     141    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     142    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     143    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     144    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     145    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     146    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     147    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     148    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     149    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
11:49:58     150    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     151    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     152    0.40    0.00    2.40    0.00    0.00    0.00    0.00    0.00    0.00   97.20
11:49:58     153    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     154    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     155    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     156    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     157    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     158    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     159    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     160    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     161    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     162    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     163    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     164    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     165    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     166    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     167    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     168    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     169    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     170    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     171    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     172    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     173    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     174    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     175    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     176    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     177    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     178    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
11:49:58     179    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     180    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     181    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     182    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     183    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     184    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     185    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     186    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     187    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     188    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     189    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     190    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     191    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     192    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     193    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     194    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     195    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     196    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     197    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     198    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     199    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     200    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
11:49:58     201    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     202    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     203    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     204    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     205    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     206    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     207    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     208    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     209    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     210    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     211    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     212    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     213    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     214    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     215    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     216    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     217    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     218    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     219    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     220    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:49:58     221    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     222    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:49:58     223    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

11:49:58     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:50:03     all   21.76    0.00    0.52    0.00    0.00    0.00    0.00    0.00    0.00   77.72
11:50:03       0    0.21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.79
11:50:03       1   12.18    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   86.63
11:50:03       2   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03       3   98.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.60
11:50:03       4   98.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03       5   11.02    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   87.58
11:50:03       6   98.40    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03       7   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03       8   98.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03       9   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      10   98.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.60
11:50:03      11   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      12   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      13   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      14   98.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      15   98.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      16   98.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      17   98.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      18   11.58    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.43
11:50:03      19   11.38    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.62
11:50:03      20   11.38    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.62
11:50:03      21   11.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.80
11:50:03      22   11.20    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   87.40
11:50:03      23   11.38    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   87.43
11:50:03      24   11.62    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   87.17
11:50:03      25   11.16    0.00    1.39    0.00    0.00    0.00    0.00    0.00    0.00   87.45
11:50:03      26   11.18    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   87.62
11:50:03      27   11.40    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   87.80
11:50:03      28   11.18    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   87.62
11:50:03      29   11.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.80
11:50:03      30   11.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.60
11:50:03      31   11.22    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.78
11:50:03      32   97.80    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00    0.60
11:50:03      33    2.00    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   97.39
11:50:03      34    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:50:03      35    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
11:50:03      36    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
11:50:03      37    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:50:03      38    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.40
11:50:03      39    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:50:03      40    0.40    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   98.20
11:50:03      41    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
11:50:03      42    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
11:50:03      43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      45    0.00    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   99.20
11:50:03      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      47    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.80
11:50:03      48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:50:03      53    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:50:03      54    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:50:03      55    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
11:50:03      56   96.80    0.00    2.40    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      57   97.20    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      58   97.20    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80
11:50:03      59   97.01    0.00    2.40    0.00    0.00    0.00    0.00    0.00    0.00    0.60
