Linux 6.4.0-150600.23.25-default (cm4r15c02s02) 	06/28/26 	_x86_64_	(224 CPU)

19:18:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:18:40     all    0.61    0.00    1.28    0.00    0.00    0.00    0.00    0.00    0.00   98.11
19:18:40       0    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
19:18:40       1    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
19:18:40       2    5.94    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   85.15
19:18:40       3    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
19:18:40       4    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40       5    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
19:18:40       6    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
19:18:40       7    2.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
19:18:40       8    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
19:18:40       9    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      10    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      11    1.98    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   93.07
19:18:40      12    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      13    3.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
19:18:40      14    3.03    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   88.89
19:18:40      15    2.00    0.00    3.00    1.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      16    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      17    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      18    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      19    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
19:18:40      20    3.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      21    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      22    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
19:18:40      23    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      24    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      25    3.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      26    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      27    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      28    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
19:18:40      29    9.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00   76.00
19:18:40      30    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      31    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
19:18:40      32    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
19:18:40      33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      42    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
19:18:40      43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:18:40      45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
