Linux 6.4.0-150600.23.25-default (cm4r13c02s06) 	06/01/26 	_x86_64_	(224 CPU)

15:55:53     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:55:58      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      56   77.56    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.04
15:55:58      57   77.45    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      58   77.05    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      59   77.60    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.20
15:55:58      60   77.60    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      61   78.04    0.00    3.19    0.00    0.00    0.00    0.00    0.00    0.00   18.76
15:55:58      62   77.35    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.24
15:55:58      63   77.60    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      64   77.20    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      65   77.40    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.20
15:55:58      66   77.76    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   21.24
15:55:58      67   77.20    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      68   77.80    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      69   77.64    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      70   77.20    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      71   77.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      72   77.45    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      73   77.05    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      74   77.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      75   77.25    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      76   77.76    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   21.24
15:55:58      77   77.40    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.20
15:55:58      78   77.80    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      79   77.60    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      80   77.00    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      81   77.56    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.24
15:55:58      82   77.15    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   21.24
15:55:58      83   77.40    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.20
15:55:58      84   77.40    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      85   77.05    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   21.36
15:55:58      86   77.20    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   21.40
15:55:58      87   77.40    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   21.00
15:55:58      88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      89    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      90    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      93    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      95    0.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.60
15:55:58      96    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      97    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58      99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     100    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     101    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     102    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     103    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     104    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     105    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     106    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     107    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     108    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     109    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     110    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     111    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     112    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     113    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     114    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     115    0.60    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   98.59
15:55:58     116    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
15:55:58     117    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     118    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     119    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     120    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     121    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     122    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     123    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     124    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     125    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     126    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     127    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     128    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     129    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     130    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     131    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     132    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     133    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     134    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     135    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     136    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     137    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     138    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     139    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     140    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     141    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     142    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     143    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     144    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     145    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     146    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     147    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     148    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     149    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     150    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     151    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     152    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     153    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     154    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     155    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     156    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     157    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     158    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     159    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     160    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     161    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     162    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     163    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     164    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     165    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     166    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     167    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     168    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     169    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     170    0.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.40
15:55:58     171    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     172    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     173    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     174    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     175    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     176    1.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   98.80
15:55:58     177    0.40    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.60
15:55:58     178    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     179    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     180    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     181    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     182    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     183    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     184    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     185    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     186    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     187    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     188    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     189    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     190    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     191    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     192    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     193    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     194    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     195    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     196    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     197    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     198    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     199    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     200    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     201    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     202    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     203    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     204    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     205    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     206    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     207    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     208    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     209    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     210    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     211    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     212    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     213    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     214    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     215    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     216    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     217    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.80
15:55:58     218    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     219    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
15:55:58     220    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     221    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     222    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:55:58     223    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

15:55:58     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:56:03     all   21.28    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   78.37
15:56:03       0    0.00    0.00    0.00    0.00    0.00    0.62    0.00    0.00    0.00   99.38
15:56:03       1   88.20    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03       2   88.40    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03       3   33.73    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   65.47
15:56:03       4   88.22    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   10.78
15:56:03       5   88.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03       6   34.00    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03       7   33.60    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   64.80
15:56:03       8   88.18    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   10.82
15:56:03       9   87.62    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   10.98
15:56:03      10   87.80    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   11.00
15:56:03      11   88.40    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03      12   88.38    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   10.82
15:56:03      13   87.85    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   10.96
15:56:03      14   88.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03      15   88.00    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03      16   87.80    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   11.00
15:56:03      17   87.60    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00   10.80
15:56:03      18   87.80    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   11.00
15:56:03      19   34.07    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   65.13
15:56:03      20   33.60    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      21   33.47    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   65.33
15:56:03      22   33.80    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   65.40
15:56:03      23   33.80    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      24   33.80    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      25   33.60    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      26   33.80    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      27   33.60    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      28   33.80    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   65.20
15:56:03      29   33.73    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   65.07
15:56:03      30   33.73    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   65.46
15:56:03      31   34.00    0.00    0.80    0.20    0.00    0.00    0.00    0.00    0.00   65.00
15:56:03      32   88.00    0.00    1.40    0.00    0.00    0.00    0.00    0.00    0.00   10.60
15:56:03      33    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.60
15:56:03      34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      36    0.00    0.00    0.00    0.00    0.00    0.20    0.00    0.00    0.00   99.80
15:56:03      37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:56:03      56   87.80    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   11.00
15:56:03      57   87.98    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   10.82
15:56:03      58   88.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   10.60
15:56:03      59   88.20    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   11.00
