run_name,source,benchmark,threads,dynamic,program_id,duration_ms,mops_total,init_ms,mops_per_thread,total_threads,avail_threads,operation_type,pid,mode,rep
run_3,dual,FT,32,True,2,7520,52723.76,,3295.23,16,32,floating point,44140,dynamic=true,2
run_4,dual,CG,2,False,1,99920,1434.65,12271,717.32,2,2,floating point,8055,dynamic=false,1
run_4,dual,CG,2,False,2,95540,1500.36,12138,750.18,2,2,floating point,8056,dynamic=false,2
run_4,dual,CG,4,False,1,52410,2735.08,6295,683.77,4,4,floating point,22908,dynamic=false,1
run_4,dual,CG,4,False,2,53170,2695.98,6349,673.99,4,4,floating point,22905,dynamic=false,2
run_4,dual,CG,8,False,1,34070,4207.47,3483,525.93,8,8,floating point,27832,dynamic=false,1
run_4,dual,CG,8,False,2,34420,4164.77,3470,520.6,8,8,floating point,27831,dynamic=false,2
run_4,dual,CG,16,False,1,18150,7899.58,1947,493.72,16,16,floating point,39861,dynamic=false,1
run_4,dual,CG,16,False,2,17790,8058.67,1936,503.67,16,16,floating point,39860,dynamic=false,2
run_4,dual,CG,32,False,1,11780,12166.38,1226,380.2,32,32,floating point,45005,dynamic=false,1
run_4,dual,CG,32,False,2,11900,12043.19,1277,376.35,32,32,floating point,45006,dynamic=false,2
run_4,dual,CG,2,True,1,88530,1619.16,13395,809.58,2,2,floating point,8057,dynamic=true,1
run_4,dual,CG,2,True,2,83600,1714.73,12048,1714.73,1,2,floating point,8054,dynamic=true,2
run_4,dual,CG,4,True,1,43630,3285.15,6975,1642.58,2,4,floating point,22904,dynamic=true,1
run_4,dual,CG,4,True,2,42860,3344.35,6149,1672.17,2,4,floating point,22906,dynamic=true,2
run_4,dual,CG,8,True,1,24360,5883.99,3382,1471.0,4,8,floating point,27829,dynamic=true,1
run_4,dual,CG,8,True,2,22440,6387.2,3706,1596.8,4,8,floating point,27833,dynamic=true,2
run_4,dual,CG,16,True,1,12810,11186.4,2032,1398.3,8,16,floating point,39858,dynamic=true,1
run_4,dual,CG,16,True,2,12120,11830.09,2242,1478.76,8,16,floating point,39859,dynamic=true,2
run_4,dual,CG,32,True,1,7170,19993.34,1333,1249.58,16,32,floating point,45007,dynamic=true,1
run_4,dual,CG,32,True,2,7790,18399.57,1409,1149.97,16,32,floating point,45008,dynamic=true,2
run_4,dual,EP,2,False,1,56070,153.2,,76.6,2,2,Random numbers generated,8381,dynamic=false,1
run_4,dual,EP,2,False,2,56030,153.3,,76.65,2,2,Random numbers generated,8380,dynamic=false,2
run_4,dual,EP,4,False,1,28310,303.47,,75.87,4,4,Random numbers generated,23162,dynamic=false,1
run_4,dual,EP,4,False,2,28090,305.75,,76.44,4,4,Random numbers generated,23164,dynamic=false,2
run_4,dual,EP,8,False,1,14220,604.2,,75.53,8,8,Random numbers generated,28077,dynamic=false,1
