run_name,source,benchmark,threads,dynamic,program_id,duration_ms,mops_total,init_ms,mops_per_thread,total_threads,avail_threads,operation_type,pid,mode,rep
run_5,dual,EP,2,False,1,56170,152.93,,76.46,2,2,Random numbers generated,9199,dynamic=false,1
run_5,dual,EP,2,False,2,56300,152.56,,76.28,2,2,Random numbers generated,9196,dynamic=false,2
run_5,dual,EP,4,False,1,28370,302.73,,75.68,4,4,Random numbers generated,23638,dynamic=false,1
run_5,dual,EP,4,False,2,28420,302.2,,75.55,4,4,Random numbers generated,23636,dynamic=false,2
run_5,dual,EP,8,False,1,14260,602.43,,75.3,8,8,Random numbers generated,28383,dynamic=false,1
run_5,dual,EP,8,False,2,14420,595.58,,74.45,8,8,Random numbers generated,28386,dynamic=false,2
run_5,dual,EP,16,False,1,7270,1181.75,,73.86,16,16,Random numbers generated,40499,dynamic=false,1
run_5,dual,EP,16,False,2,7110,1207.48,,75.47,16,16,Random numbers generated,40500,dynamic=false,2
run_5,dual,EP,32,False,1,3730,2300.31,,71.88,32,32,Random numbers generated,45743,dynamic=false,1
run_5,dual,EP,32,False,2,3740,2297.0,,71.78,32,32,Random numbers generated,45745,dynamic=false,2
run_5,dual,EP,2,True,1,70700,121.51,,121.51,1,2,Random numbers generated,9198,dynamic=true,1
run_5,dual,EP,2,True,2,41570,206.64,,103.32,2,2,Random numbers generated,9197,dynamic=true,2
run_5,dual,EP,4,True,1,22410,383.26,,95.82,4,4,Random numbers generated,23635,dynamic=true,1
run_5,dual,EP,4,True,2,36740,233.79,,116.89,2,4,Random numbers generated,23637,dynamic=true,2
run_5,dual,EP,8,True,1,12300,698.57,,87.32,8,8,Random numbers generated,28384,dynamic=true,1
run_5,dual,EP,8,True,2,18470,465.0,,116.25,4,8,Random numbers generated,28385,dynamic=true,2
run_5,dual,EP,16,True,1,9480,906.16,,113.27,8,16,Random numbers generated,40501,dynamic=true,1
run_5,dual,EP,16,True,2,5990,1434.1,,89.63,16,16,Random numbers generated,40502,dynamic=true,2
run_5,dual,EP,32,True,1,3110,2764.05,,86.38,32,32,Random numbers generated,45742,dynamic=true,1
run_5,dual,EP,32,True,2,4820,1782.32,,111.39,16,32,Random numbers generated,45744,dynamic=true,2
run_6,dual,EP,2,False,1,55980,153.45,,76.73,2,2,Random numbers generated,9892,dynamic=false,1
run_6,dual,EP,2,False,2,56110,153.08,,76.54,2,2,Random numbers generated,9891,dynamic=false,2
run_6,dual,EP,4,False,1,28290,303.66,,75.92,4,4,Random numbers generated,24214,dynamic=false,1
run_6,dual,EP,4,False,2,28250,304.06,,76.02,4,4,Random numbers generated,24215,dynamic=false,2
run_6,dual,EP,8,False,1,14260,602.39,,75.3,8,8,Random numbers generated,28889,dynamic=false,1
run_6,dual,EP,8,False,2,14560,589.98,,73.75,8,8,Random numbers generated,28887,dynamic=false,2
run_6,dual,EP,16,False,1,7120,1205.78,,75.36,16,16,Random numbers generated,40998,dynamic=false,1
run_6,dual,EP,16,False,2,7220,1189.51,,74.34,16,16,Random numbers generated,41001,dynamic=false,2
run_6,dual,EP,32,False,1,3670,2341.8,,73.18,32,32,Random numbers generated,46428,dynamic=false,1
run_6,dual,EP,32,False,2,3630,2365.23,,73.91,32,32,Random numbers generated,46429,dynamic=false,2
run_6,dual,EP,2,True,1,70850,121.25,,121.25,1,2,Random numbers generated,9890,dynamic=true,1
run_6,dual,EP,2,True,2,41600,206.5,,103.25,2,2,Random numbers generated,9893,dynamic=true,2
run_6,dual,EP,4,True,1,35470,242.2,,121.1,2,4,Random numbers generated,24216,dynamic=true,1
run_6,dual,EP,4,True,2,21340,402.55,,100.64,4,4,Random numbers generated,24212,dynamic=true,2
run_6,dual,EP,8,True,1,18770,457.58,,114.39,4,8,Random numbers generated,28885,dynamic=true,1
run_6,dual,EP,8,True,2,11810,727.29,,90.91,8,8,Random numbers generated,28888,dynamic=true,2
run_6,dual,EP,16,True,1,9030,951.25,,118.91,8,16,Random numbers generated,41000,dynamic=true,1
run_6,dual,EP,16,True,2,6090,1411.3,,88.21,16,16,Random numbers generated,40999,dynamic=true,2
run_6,dual,EP,32,True,1,3180,2702.44,,84.45,32,32,Random numbers generated,46430,dynamic=true,1
run_6,dual,EP,32,True,2,4870,1763.06,,110.19,16,32,Random numbers generated,46431,dynamic=true,2
run_7,dual,EP,2,False,1,56090,153.14,,76.57,2,2,Random numbers generated,10779,dynamic=false,1
run_7,dual,EP,2,False,2,56380,152.35,,76.18,2,2,Random numbers generated,10778,dynamic=false,2
run_7,dual,EP,4,False,1,28470,301.7,,75.43,4,4,Random numbers generated,24695,dynamic=false,1
run_7,dual,EP,4,False,2,28100,305.7,,76.42,4,4,Random numbers generated,24698,dynamic=false,2
run_7,dual,EP,8,False,1,14140,607.38,,75.92,8,8,Random numbers generated,29306,dynamic=false,1
run_7,dual,EP,8,False,2,14310,600.38,,75.05,8,8,Random numbers generated,29308,dynamic=false,2
run_7,dual,EP,16,False,1,7210,1192.21,,74.51,16,16,Random numbers generated,41432,dynamic=false,1
run_7,dual,EP,16,False,2,7250,1184.98,,74.06,16,16,Random numbers generated,41436,dynamic=false,2
run_7,dual,EP,32,False,1,3750,2290.67,,71.58,32,32,Random numbers generated,46990,dynamic=false,1
run_7,dual,EP,32,False,2,3830,2243.97,,70.12,32,32,Random numbers generated,46989,dynamic=false,2
