Linux 6.4.0-150600.23.25-default (cm4r13c02s01) 	05/18/26 	_x86_64_	(224 CPU)

03:45:19      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:29    4432689         -      5589   99.60    0.20    0.00    0.00   99.80     1  |__ft.C.x
03:45:29    4432689      5590         -  102.80    0.20    0.00   45.80  103.00    56  ft.C.x
03:45:29    4432689         -      5590   52.60    0.40    0.00   45.80   53.00    56  |__ft.C.x
03:45:29    4432689         -      5593   50.20    0.00    0.00   48.80   50.20    57  |__openmp_worker
03:45:29    4432689      5591         -   96.60    0.00    0.00   51.20   96.60    57  ft.C.x
03:45:29    4432689         -      5591   48.40    0.00    0.00   51.20   48.40    57  |__ft.C.x
03:45:29    4432689         -      5592   48.20    0.00    0.00   51.80   48.20    57  |__openmp_worker
03:45:29        0     14237         -    0.40    0.20    0.00    0.00    0.60   172  mmfsd
03:45:29        0         -     15757    0.00    0.20    0.00    0.00    0.20    87  |__mmfsd
03:45:29        0         -     15766    0.20    0.00    0.00    0.00    0.20   122  |__mmfsd
03:45:29        0         -     16012    0.00    0.20    0.00    0.00    0.20   208  |__mmfsd
03:45:29        0         -     17582    0.00    0.20    0.00    0.00    0.20   145  |__mmfsd
03:45:29        0    126904         -    0.00    0.20    0.00    0.20    0.20    57  kworker/57:0-events
03:45:29        0    148764         -    0.00    0.20    0.00    0.00    0.20    56  kworker/56:0-events
03:45:29        0         -    148764    0.00    0.20    0.00    0.00    0.20    56  |__kworker/56:0-events

03:45:29      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:34        0         -        17    0.00    0.20    0.00    0.00    0.20    10  |__rcu_preempt
03:45:34    4432689      5323         -    0.00    0.20    0.00    0.00    0.20   173  mpstat
03:45:34    4432689         -      5323    0.00    0.20    0.00    0.00    0.20   173  |__mpstat
03:45:34    4432689      5324         -    0.80    1.60    0.00    0.00    2.40    63  pidstat
03:45:34    4432689         -      5324    0.80    1.60    0.00    0.00    2.40    63  |__pidstat
03:45:34    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:45:34    4432689         -      5588  100.00    0.00    0.00    0.00  100.00     2  |__ft.C.x
03:45:34    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:45:34    4432689         -      5589  100.00    0.00    0.00    0.00  100.00     1  |__ft.C.x
03:45:34    4432689      5590         -  101.20    0.00    0.00   45.40  101.20    56  ft.C.x
03:45:34    4432689         -      5590   52.60    0.00    0.00   45.40   52.60    56  |__ft.C.x
03:45:34    4432689         -      5593   48.60    0.00    0.00   51.20   48.60    57  |__openmp_worker
03:45:34    4432689      5591         -   98.80    0.00    0.00   51.40   98.80    57  ft.C.x
03:45:34    4432689         -      5591   48.80    0.00    0.00   51.40   48.80    57  |__ft.C.x
03:45:34    4432689         -      5592   50.00    0.00    0.00   50.00   50.00    56  |__openmp_worker
03:45:34        0     14237         -    0.40    0.20    0.00    0.00    0.60   172  mmfsd
03:45:34        0         -     15071    0.20    0.00    0.00    0.00    0.20    34  |__mmfsd
03:45:34        0         -    204783    0.20    0.00    0.00    0.00    0.20   162  |__mmfsd
03:45:34        0         -     71612    0.00    0.20    0.00    0.00    0.20    75  |__mmfsd
03:45:34        0         -    118771    0.00    0.20    0.00    0.00    0.20   131  |__kworker/131:0-events
03:45:34        0         -    149491    0.00    0.20    0.00    0.00    0.20   194  |__kworker/194:0-events
03:45:34        0    157806         -    0.00    0.20    0.00    0.20    0.20   122  kworker/122:2-events
03:45:34        0    220230         -    0.20    0.00    0.00    0.00    0.20     1  kworker/1:0-events
03:45:34        0         -    220230    0.20    0.00    0.00    0.00    0.20     1  |__kworker/1:0-events

03:45:34      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:39        0        17         -    0.00    0.20    0.00    0.00    0.20    12  rcu_preempt
03:45:39        0         -        17    0.00    0.20    0.00    0.00    0.20    12  |__rcu_preempt
03:45:39    4432689      5323         -    0.20    0.20    0.00    0.00    0.40   173  mpstat
03:45:39    4432689         -      5323    0.20    0.20    0.00    0.00    0.40   173  |__mpstat
03:45:39    4432689      5324         -    0.60    1.80    0.00    0.00    2.40    63  pidstat
03:45:39    4432689         -      5324    0.60    1.80    0.00    0.00    2.40    63  |__pidstat
03:45:39    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:45:39    4432689         -      5588  100.00    0.00    0.00    0.00  100.00     2  |__ft.C.x
03:45:39    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:45:39    4432689         -      5589  100.00    0.00    0.00    0.00  100.00     1  |__ft.C.x
03:45:39    4432689      5590         -   99.20    0.20    0.00   50.80   99.40    56  ft.C.x
03:45:39    4432689         -      5590   49.20    0.00    0.00   50.80   49.20    56  |__ft.C.x
03:45:39    4432689         -      5593   50.20    0.00    0.00   45.00   50.20    57  |__openmp_worker
03:45:39    4432689      5591         -  100.60    0.00    0.00   50.80  100.60    56  ft.C.x
03:45:39    4432689         -      5591   49.20    0.00    0.00   50.80   49.20    56  |__ft.C.x
03:45:39    4432689         -      5592   51.40    0.20    0.00   48.60   51.60    57  |__openmp_worker
03:45:39        0     14237         -    0.40    0.20    0.00    0.00    0.60   172  mmfsd
03:45:39        0         -     15766    0.20    0.00    0.00    0.00    0.20   122  |__mmfsd
03:45:39        0         -     15772    0.00    0.20    0.00    0.00    0.20   198  |__mmfsd
03:45:39        0         -     15949    0.20    0.00    0.00    0.00    0.20    69  |__mmfsd
03:45:39        0         -     71546    0.00    0.20    0.00    0.00    0.20   155  |__mmfsd
03:45:39        0         -    138112    0.00    0.20    0.00    0.00    0.20   147  |__kworker/147:1-events
03:45:39        0    205180         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:0-events
03:45:39        0    214515         -    0.00    0.20    0.00    0.00    0.20   130  kworker/130:1-events

03:45:39      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:44        0        17         -    0.00    0.20    0.00    0.00    0.20    12  rcu_preempt
03:45:44        0       398         -    0.00    0.20    0.00    0.00    0.20    63  ksoftirqd/63
03:45:44        0         -       398    0.00    0.20    0.00    0.00    0.20    63  |__ksoftirqd/63
03:45:44        0       421         -    0.00    0.20    0.00    0.00    0.20    67  migration/67
03:45:44        0         -       421    0.00    0.20    0.00    0.00    0.20    67  |__migration/67
03:45:44    4432689      5323         -    0.00    0.40    0.00    0.00    0.40   173  mpstat
03:45:44    4432689         -      5323    0.00    0.40    0.00    0.00    0.40   173  |__mpstat
03:45:44    4432689      5324         -    0.60    1.80    0.00    0.00    2.40    63  pidstat
03:45:44    4432689         -      5324    0.60    1.80    0.00    0.00    2.40    63  |__pidstat
03:45:44    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:45:44    4432689         -      5588  100.00    0.00    0.00    0.00  100.00     2  |__ft.C.x
03:45:44    4432689      5589         -   99.80    0.00    0.00    0.00   99.80     1  ft.C.x
03:45:44    4432689         -      5589  100.00    0.00    0.00    0.00  100.00     1  |__ft.C.x
03:45:44    4432689      5590         -   99.40    0.00    0.00   49.20   99.40    56  ft.C.x
03:45:44    4432689         -      5590   50.60    0.00    0.00   49.20   50.60    56  |__ft.C.x
03:45:44    4432689         -      5593   48.80    0.00    0.00   51.20   48.80    57  |__openmp_worker
03:45:44    4432689      5591         -  100.40    0.20    0.00   48.40  100.60    56  ft.C.x
03:45:44    4432689         -      5591   51.40    0.20    0.00   48.40   51.60    56  |__ft.C.x
03:45:44    4432689         -      5592   48.80    0.00    0.00   51.20   48.80    57  |__openmp_worker
03:45:44        0     11571         -    0.60    0.00    0.00    0.00    0.60    63  python3.11
03:45:44        0         -     15451    0.20    0.00    0.00    0.00    0.20   167  |__ET_gpfs
03:45:44        0         -     15458    0.20    0.00    0.00    0.00    0.20    74  |__ET_filesystem
03:45:44        0     14237         -    0.20    0.00    0.00    0.00    0.20   172  mmfsd
03:45:44        0         -     15962    0.00    0.20    0.00    0.00    0.20    64  |__mmfsd
03:45:44        0    138112         -    0.00    0.20    0.00    0.00    0.20   147  kworker/147:1-events
03:45:44        0         -    214515    0.00    0.20    0.00    0.00    0.20   130  |__kworker/130:1-events

03:45:44      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:49        0        17         -    0.00    0.20    0.00    0.20    0.20    12  rcu_preempt
03:45:49        0         -        17    0.00    0.20    0.00    0.20    0.20    12  |__rcu_preempt
03:45:49        0      2178         -    0.20    0.00    0.00    0.00    0.20     0  kworker/0:1H-kblockd
03:45:49        0         -      2178    0.20    0.00    0.00    0.00    0.20     0  |__kworker/0:1H-kblockd
03:45:49        0      5298         -    0.00    0.20    0.00    0.00    0.20   200  slurmstepd
03:45:49    4432689      5323         -    0.00    0.20    0.00    0.00    0.20   173  mpstat
03:45:49    4432689         -      5323    0.00    0.20    0.00    0.00    0.20   173  |__mpstat
03:45:49    4432689      5324         -    1.20    1.40    0.00    0.00    2.60    63  pidstat
03:45:49    4432689         -      5324    1.20    1.40    0.00    0.00    2.60    63  |__pidstat
03:45:49    4432689      5588         -   99.80    0.00    0.00    0.00   99.80     2  ft.C.x
03:45:49    4432689         -      5588  100.00    0.00    0.00    0.00  100.00     2  |__ft.C.x
03:45:49    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:45:49    4432689         -      5589  100.00    0.00    0.00    0.00  100.00     1  |__ft.C.x
03:45:49    4432689      5590         -   99.60    0.00    0.00   50.40   99.60    56  ft.C.x
03:45:49    4432689         -      5590   49.80    0.00    0.00   50.40   49.80    56  |__ft.C.x
03:45:49    4432689         -      5593   49.60    0.00    0.00   50.40   49.60    57  |__openmp_worker
03:45:49    4432689      5591         -  100.40    0.00    0.00   49.20  100.40    56  ft.C.x
03:45:49    4432689         -      5591   50.80    0.00    0.00   49.20   50.80    56  |__ft.C.x
03:45:49    4432689         -      5592   49.80    0.00    0.00   50.20   49.80    57  |__openmp_worker
03:45:49        0     14237         -    0.40    0.20    0.00    0.00    0.60   172  mmfsd
03:45:49        0         -     15766    0.20    0.00    0.00    0.00    0.20   122  |__mmfsd
03:45:49        0         -    205180    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:0-events

03:45:49      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:54        0         -        17    0.00    0.20    0.00    0.00    0.20    12  |__rcu_preempt
03:45:54    4432689      5323         -    0.00    0.20    0.00    0.00    0.20   173  mpstat
03:45:54    4432689         -      5323    0.00    0.20    0.00    0.00    0.20   173  |__mpstat
03:45:54    4432689      5324         -    1.20    1.20    0.00    0.00    2.40    63  pidstat
03:45:54    4432689         -      5324    1.20    1.20    0.00    0.00    2.40    63  |__pidstat
03:45:54    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:45:54    4432689         -      5588   99.80    0.00    0.00    0.00   99.80     2  |__ft.C.x
03:45:54    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:45:54    4432689         -      5589   99.80    0.00    0.00    0.00   99.80     1  |__ft.C.x
03:45:54    4432689      5590         -   99.60    0.00    0.00   49.60   99.60    56  ft.C.x
03:45:54    4432689         -      5590   50.20    0.00    0.00   49.60   50.20    56  |__ft.C.x
03:45:54    4432689         -      5593   49.40    0.00    0.00   50.40   49.40    57  |__openmp_worker
03:45:54    4432689      5591         -  100.20    0.00    0.00   49.40  100.20    56  ft.C.x
03:45:54    4432689         -      5591   50.60    0.00    0.00   49.40   50.60    56  |__ft.C.x
03:45:54    4432689         -      5592   49.40    0.00    0.00   50.40   49.40    57  |__openmp_worker
03:45:54        0     14237         -    0.20    0.00    0.00    0.00    0.20   172  mmfsd
03:45:54        0    118771         -    0.00    0.20    0.00    0.00    0.20   131  kworker/131:0-events
03:45:54        0    148764         -    0.00    0.20    0.00    0.00    0.20    56  kworker/56:0-events
03:45:54        0         -    148764    0.00    0.20    0.00    0.00    0.20    56  |__kworker/56:0-events
03:45:54        0    149491         -    0.00    0.20    0.00    0.00    0.20   194  kworker/194:0-events

03:45:54      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:45:59        0        17         -    0.00    0.20    0.00    0.00    0.20    12  rcu_preempt
03:45:59        0         -        17    0.00    0.20    0.00    0.00    0.20    12  |__rcu_preempt
03:45:59    4432689      5323         -    0.00    0.20    0.00    0.00    0.20   173  mpstat
03:45:59    4432689         -      5323    0.00    0.20    0.00    0.00    0.20   173  |__mpstat
03:45:59    4432689      5324         -    1.00    1.40    0.00    0.00    2.40    63  pidstat
03:45:59    4432689         -      5324    1.00    1.40    0.00    0.00    2.40    63  |__pidstat
03:45:59    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:45:59    4432689         -      5588  100.20    0.00    0.00    0.00  100.20     2  |__ft.C.x
03:45:59    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:45:59    4432689         -      5589  100.20    0.00    0.00    0.00  100.20     1  |__ft.C.x
03:45:59    4432689      5590         -   99.20    0.00    0.00   50.40   99.20    56  ft.C.x
03:45:59    4432689         -      5590   49.60    0.00    0.00   50.40   49.60    56  |__ft.C.x
03:45:59    4432689         -      5593   49.60    0.00    0.00   50.40   49.60    57  |__openmp_worker
03:45:59    4432689      5591         -  100.60    0.00    0.00   49.40  100.60    57  ft.C.x
03:45:59    4432689         -      5591   50.60    0.00    0.00   49.40   50.60    57  |__ft.C.x
03:45:59    4432689         -      5592   50.20    0.00    0.00   50.00   50.20    56  |__openmp_worker
03:45:59        0     14237         -    0.40    0.00    0.00    0.00    0.40   172  mmfsd
03:45:59        0         -     15766    0.20    0.00    0.00    0.00    0.20   122  |__mmfsd
03:45:59        0         -     15772    0.20    0.00    0.00    0.00    0.20   198  |__mmfsd

03:45:59      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:46:04        0        17         -    0.00    0.20    0.00    0.00    0.20    12  rcu_preempt
03:46:04        0      1071         -    0.00    0.20    0.00    0.00    0.20   175  ksoftirqd/175
03:46:04        0      4879         -    0.20    0.00    0.00    0.00    0.20   198  kworker/u448:0-ipoib_wq
03:46:04        0         -      4879    0.20    0.00    0.00    0.00    0.20   198  |__kworker/u448:0-ipoib_wq
03:46:04    4432689      5323         -    0.00    0.40    0.00    0.00    0.40   173  mpstat
03:46:04    4432689         -      5323    0.00    0.40    0.00    0.00    0.40   173  |__mpstat
03:46:04    4432689      5324         -    0.40    2.00    0.00    0.20    2.40   175  pidstat
03:46:04    4432689         -      5324    0.40    2.00    0.00    0.20    2.40   175  |__pidstat
03:46:04    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:46:04    4432689         -      5588   99.80    0.00    0.00    0.00   99.80     2  |__ft.C.x
03:46:04    4432689      5589         -  100.00    0.00    0.00    0.20  100.00     1  ft.C.x
03:46:04    4432689         -      5589   99.80    0.00    0.00    0.20   99.80     1  |__ft.C.x
03:46:04    4432689      5590         -  100.40    0.00    0.00   50.60  100.40    57  ft.C.x
03:46:04    4432689         -      5590   49.40    0.00    0.00   50.60   49.40    57  |__ft.C.x
03:46:04    4432689         -      5593   51.00    0.20    0.00   49.00   51.20    57  |__openmp_worker
03:46:04    4432689      5591         -   99.40    0.20    0.00   50.80   99.60    56  ft.C.x
03:46:04    4432689         -      5591   49.20    0.00    0.00   50.80   49.20    56  |__ft.C.x
03:46:04    4432689         -      5592   50.20    0.00    0.00   49.60   50.20    56  |__openmp_worker
03:46:04        0     11588         -    0.00    0.20    0.00    0.00    0.20    35  mmccrmonitor
03:46:04        0         -     11588    0.00    0.20    0.00    0.00    0.20    35  |__mmccrmonitor
03:46:04        0     14237         -    0.20    0.20    0.00    0.00    0.40   172  mmfsd
03:46:04        0         -     15748    0.00    0.20    0.00    0.00    0.20    63  |__mmfsd
03:46:04        0    205180         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:0-qat_misc_wq
03:46:04        0    216906         -    0.00    0.20    0.00    0.00    0.20    36  kworker/u449:2-flush-259:0

03:46:04      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:46:09        0         -        17    0.00    0.20    0.00    0.00    0.20    12  |__rcu_preempt
03:46:09        0         -      3078    0.00    0.20    0.00    0.00    0.20    26  |__kworker/u448:3-ipoib_wq
03:46:09        0      5220         -    0.20    0.00    0.00    0.00    0.20     2  kworker/2:1-events
03:46:09        0         -      5220    0.20    0.00    0.00    0.00    0.20     2  |__kworker/2:1-events
03:46:09    4432689      5323         -    0.20    0.20    0.00    0.00    0.40   173  mpstat
03:46:09    4432689         -      5323    0.20    0.20    0.00    0.00    0.40   173  |__mpstat
03:46:09    4432689      5324         -    0.40    1.80    0.00    0.00    2.20    63  pidstat
03:46:09    4432689         -      5324    0.40    1.80    0.00    0.00    2.20    63  |__pidstat
03:46:09    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:46:09    4432689         -      5588  100.00    0.00    0.00    0.00  100.00     2  |__ft.C.x
03:46:09    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:46:09    4432689         -      5589  100.00    0.00    0.00    0.00  100.00     1  |__ft.C.x
03:46:09    4432689      5590         -  100.00    0.00    0.00   51.00  100.00    57  ft.C.x
03:46:09    4432689         -      5590   49.00    0.00    0.00   51.00   49.00    57  |__ft.C.x
03:46:09    4432689         -      5593   51.00    0.00    0.00   45.80   51.00    57  |__openmp_worker
03:46:09    4432689      5591         -  100.00    0.00    0.00   49.00  100.00    56  ft.C.x
03:46:09    4432689         -      5591   51.00    0.00    0.00   49.00   51.00    56  |__ft.C.x
03:46:09    4432689         -      5592   49.00    0.20    0.00   51.00   49.20    56  |__openmp_worker
03:46:09        0     14237         -    0.20    0.20    0.00    0.00    0.40   172  mmfsd
03:46:09        0         -     15766    0.20    0.00    0.00    0.00    0.20   122  |__mmfsd
03:46:09        0         -    118771    0.00    0.20    0.00    0.00    0.20   131  |__kworker/131:0-events

03:46:09      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:46:14        0        17         -    0.00    0.20    0.00    0.00    0.20     5  rcu_preempt
03:46:14        0         -        17    0.00    0.20    0.00    0.00    0.20     5  |__rcu_preempt
03:46:14        0      1041         -    0.00    0.20    0.00    0.00    0.20   170  ksoftirqd/170
03:46:14        0      1184         -    0.00    0.20    0.00    0.00    0.20   194  migration/194
03:46:14        0         -      1184    0.00    0.20    0.00    0.00    0.20   194  |__migration/194
03:46:14        0      3078         -    0.00    0.20    0.00    0.00    0.20    26  kworker/u448:3-mlx5_cmd_0000:5a:00.0
03:46:14    4432689      5323         -    0.00    0.20    0.00    0.00    0.20   173  mpstat
03:46:14    4432689         -      5323    0.00    0.20    0.00    0.00    0.20   173  |__mpstat
03:46:14    4432689      5324         -    0.80    1.60    0.00    0.00    2.40    63  pidstat
03:46:14    4432689         -      5324    0.80    1.60    0.00    0.00    2.40    63  |__pidstat
03:46:14    4432689      5588         -  100.00    0.00    0.00    0.00  100.00     2  ft.C.x
03:46:14    4432689         -      5588  100.00    0.00    0.00    0.00  100.00     2  |__ft.C.x
03:46:14    4432689      5589         -  100.00    0.00    0.00    0.00  100.00     1  ft.C.x
03:46:14    4432689         -      5589  100.00    0.00    0.00    0.00  100.00     1  |__ft.C.x
03:46:14    4432689      5590         -  100.00    0.00    0.00   50.20  100.00    57  ft.C.x
03:46:14    4432689         -      5590   49.80    0.00    0.00   50.20   49.80    57  |__ft.C.x
03:46:14    4432689         -      5593   50.00    0.00    0.00   50.00   50.00    57  |__openmp_worker
03:46:14    4432689      5591         -  100.00    0.20    0.00   49.40  100.20    56  ft.C.x
03:46:14    4432689         -      5591   49.60    0.00    0.00   49.40   49.60    56  |__ft.C.x
