Linux 6.4.0-150600.23.25-default (cm4r15c03s05) 	04/12/26 	_x86_64_	(224 CPU)

21:26:53      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
21:27:48        0         -     85959    0.00    0.20    0.00    0.00    0.20   133  |__kworker/133:0-events
21:27:48        0    192289         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:3-events
21:27:48        0         -    192289    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:3-events
21:27:48    4432689    192635         -    0.00    0.20    0.00    0.00    0.20   184  mpstat
21:27:48    4432689         -    192635    0.00    0.20    0.00    0.00    0.20   184  |__mpstat
21:27:48    4432689    192636         -    0.80    1.60    0.00    0.00    2.40   121  pidstat
21:27:48    4432689         -    192636    0.80    1.60    0.00    0.00    2.40   121  |__pidstat
21:27:48    4432689    192890         -   99.80    0.00    0.00   49.80   99.80    56  ft.C.x
21:27:48    4432689         -    192890   49.80    0.00    0.00   49.80   49.80    56  |__ft.C.x
21:27:48    4432689         -    192898   49.80    0.00    0.00   50.00   49.80    72  |__openmp_worker
