Linux 6.4.0-150600.23.25-default (cm4r15c03s06) 	06/29/26 	_x86_64_	(224 CPU)

09:59:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:59:32     all    0.12    0.00    0.18    0.00    0.00    0.00    0.00    0.00    0.00   99.71
09:59:32       0    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
09:59:32       1    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
09:59:32       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32       5    0.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.02
09:59:32       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32       8    0.99    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   95.05
09:59:32       9    1.98    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   95.05
09:59:32      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:59:32      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
